500664263,Bachelor,DMCI-ICT 2014DS__TS,Datastructures theory,11/7/2014,"3,4"
500664263,Bachelor,DMCI-ICT 2014EWA2TP,PEWA WEB theory,11/7/2014,"6,0"
500664263,Bachelor,DMCI-ICT 2014OOADOP,OOAD practical,11/7/2014,vold.
500664263,Bachelor,DMCI-ICT 2014OOADTD,OOAD theory,11/7/2014,"5,6"
500664263,Bachelor,DMCI-ICT 2014JO__OP,Job Orientation assignments,11/5/2014,"6,2"
500664263,Bachelor,DMCI-ICT 2014JO__PS,Job Orientation presentie,11/5/2014,vold.
500664263,Bachelor,DMCI-ICT 1013DB2_TP,Databases 2 practicum,7/4/2014,vold.
500664263,Bachelor,DMCI-ICT 1013ESKNTS,Essential Skills Nederlands ts,7/4/2014,"5,0"
500664263,Bachelor,DMCI-ICT 1013USIATP,User Interaction practicum,7/3/2014,vold.
500664263,Bachelor,DMCI-ICT 1013DB2_TP,Databases 2 practicum,6/20/2014,onvold.
500664263,Bachelor,DMCI-ICT 1013DB2_TS,Databases 2 tentamen,6/20/2014,"7,3"
500664263,Bachelor,DMCI-ICT 1013PAD1PD,PAD: Product,6/20/2014,"6,8"
500664263,Bachelor,DMCI-ICT 1013PAD2TM,PAD: Proces mondeling,6/20/2014,"6,8"
500664263,Bachelor,DMCI-ICT 1013PAD3TM,PAD: Methoden en technieken tm,6/20/2014,"7,6"
500664263,Bachelor,DMCI-ICT 1013USIATD,User Interaction tentamen,6/20/2014,"7,0"
500664263,Bachelor,DMCI-ICT 1013USIATP,User Interaction practicum,6/20/2014,onvold.
500664263,Bachelor,DMCI-ICT 1013BUS_TS,Business tentamen,6/19/2014,"5,7"
500664263,Bachelor,DMCI-ICT 1013CSK_TM,Communication Skills mondeling,6/16/2014,"7,0"
500664263,Bachelor,DMCI-ICT 1013OOP2TP,Object Oriented Programming 2p,5/30/2014,"1,4"
500664263,Bachelor,DMCI-ICT 1013ESKNTS,Essential Skills Nederlands ts,4/17/2014,"5,0"
500664263,Bachelor,DMCI-ICT 1013ESKWTD,Essential Skills Wiskunde td,4/10/2014,"7,7"
500664263,Bachelor,DMCI-ICT 1013INF_TD,Infrastructure tentamen,4/7/2014,geen res.
500664263,Bachelor,DMCI-ICT 1013INF_TP,Infrastructure practicum,4/7/2014,geen res.
500664263,Bachelor,DMCI-ICT 1013OOP2TP,Object Oriented Programming 2p,4/7/2014,"1,0"
500664263,Bachelor,DMCI-ICT 1013PAD2TD,PAD: Proces SCRUM,4/7/2014,"9,0"
500664263,Bachelor,DMCI-ICT 1013PAD3TD,PAD: Methoden & technieken UML,4/7/2014,"6,4"
500664263,Bachelor,DMCI-ICT 1013RSK_PA,Research Skills pa,4/7/2014,"8,5"
500664263,Bachelor,DMCI-ICT 1013PFYSPD,PFYS: Product,3/20/2014,"6,0"
500664263,Bachelor,DMCI-ICT 1013OOP1TP,Object Oriented Programming 1p,3/10/2014,"3,0"
500664263,Bachelor,DMCI-ICT 1013SIM_PR,Domeinproject pr,2/3/2014,"10,0"
500664263,Bachelor,DMCI-ICT 1013DB__TP,Databases practicum,1/31/2014,vold.
500664263,Bachelor,DMCI-ICT 1013DB__TS,Databases tentamen,1/31/2014,"8,0"
500664263,Bachelor,DMCI-ICT 1013ESKNTS,Essential Skills Nederlands ts,1/31/2014,"5,0"
500664263,Bachelor,DMCI-ICT 1013NET_TP,Network Engineering 1 pr,1/31/2014,onvold.
500664263,Bachelor,DMCI-ICT 1013NET_TS,Network Engineering 1 ten,1/31/2014,geen res.
500664263,Bachelor,DMCI-ICT 1013PSK_TM,Project Skills mondeling,1/27/2014,"7,0"
500664263,Bachelor,DMCI-ICT 1013PFYSPD,PFYS: Product,1/13/2014,geen res.
500664263,Bachelor,DMCI-ICT 1013PFYST1,PFYS: Proces,1/13/2014,"7,0"
500664263,Bachelor,DMCI-ICT 1013PFYST2,PFYS: Methoden en technieken,1/13/2014,geen res.
500664263,Bachelor,DMCI-ICT 1013ESKETD,Essential Skills English toets,11/8/2013,"7,0"
500664263,Bachelor,DMCI-ICT 1013INF_TD,Infrastructure tentamen,11/8/2013,geen res.
500664263,Bachelor,DMCI-ICT 1013INF_TP,Infrastructure practicum,11/8/2013,vold.
500664263,Bachelor,DMCI-ICT 1013INF_TD,Infrastructure tentamen,11/5/2013,"7,0"
500664263,Bachelor,DMCI-ICT 1013PRO_TP,Programming practicum,11/1/2013,"9,6"
500664263,Bachelor,DMCI-ICT 1013LSK_OP,Learning Skills op,10/28/2013,"8,0"
